,Date,Rice,Flour,Pork,Chicken,Egg,Leaf lettuce,Celery,Lettuce,Cabbage,White Radish,Potato,Ginger,cucumber,white gourd,Bitter ground,Green bean,Tomato,Eggplant,Chili,Green pepper,Onion,Garlic,Apple,Banana,Grape,Pear,Watermelon,Carp,chub,Grass carp,crucian,hairtail, yellow croaker
392,2014/1/10,6.45,5.62,21.46,18.83,10.14,2.68,3.11,3.13,1.13,1.44,2.78,9.38,3.69,1.71,9.76,8.59,5.42,4.87,6.17,5.9,2.39,5.09,7.85,4.85,9.84,5.1,5,11.41,9.23,14.05,15.85,30.76,34.17
393,2014/1/17,6.46,5.62,21.18,18.85,10.15,2.57,2.89,3.04,1.11,1.34,2.78,9.33,3.63,1.79,9.77,8.57,5.35,4.77,6.18,5.64,2.38,4.99,7.96,4.97,10.12,5.24,5.47,11.41,9.11,14.08,15.59,31.01,34.42
394,2014/1/24,6.46,5.62,20.77,18.87,10.14,2.65,3.03,3.25,1.1,1.39,2.92,9.21,4.79,2.03,11.08,9.9,5.49,5.13,6.8,6.49,2.45,5.1,8.08,5.01,10.31,5.38,5.77,11.55,9.32,14.28,15.81,31.33,33.36
395,2014/1/31,6.47,5.63,20.77,18.91,10.16,3.07,3.18,3.64,1.14,1.4,3,9.46,5.33,2.3,11.59,10.62,5.74,5.51,7.31,6.92,2.6,5.14,8.18,5.05,10.45,5.75,6.17,11.56,9.42,14.42,15.75,31.1,33.83
396,2014/2/7,6.48,5.62,20.69,18.97,10.15,3.17,3.14,3.73,1.22,1.52,2.96,9.63,5.43,2.49,11.55,10.6,5.75,5.33,7.58,7.08,2.7,5.35,8.11,5.07,10.46,5.53,6.15,11.64,9.58,14.34,15.67,30.74,33.58
397,2014/2/14,6.47,5.63,20.33,18.98,10.12,3.2,2.94,3.6,1.23,1.53,3.01,9.94,5.17,2.76,11.03,9.21,5.37,5.16,7.26,6.47,2.65,5.45,8.13,5.23,10.58,5.56,5.98,11.63,9.49,14.17,15.7,30.89,33.55
398,2014/2/21,6.47,5.63,20.04,18.98,10.06,3.26,2.89,3.53,1.19,1.44,3.02,9.98,5.13,2.94,9.58,8.27,5.58,5.46,7.04,5.99,2.69,5.29,8.17,5.33,10.76,5.53,5.78,11.53,9.52,14.06,15.72,30.54,33.51
399,2014/2/28,6.46,5.62,19.71,19,10,3.48,2.87,3.52,1.19,1.47,2.98,10.3,5.17,3.06,9.15,8.7,6.04,5.64,7.21,5.82,2.72,5.43,8.17,5.37,10.83,5.47,5.68,11.47,9.52,14.01,15.78,30.27,33.15
400,2014/3/7,6.46,5.62,19.38,18.98,9.97,3.56,2.83,3.54,1.17,1.5,3.04,10.43,5.11,3.18,9.05,8.59,5.99,5.49,6.99,5.54,2.7,5.44,8.1,5.35,11.17,5.57,5.33,11.54,9.51,14.09,15.78,30.26,33.02
401,2014/3/14,6.46,5.63,19.16,18.99,9.96,3.69,2.85,3.79,1.22,1.48,3.01,10.67,4.9,3.11,8.65,8.62,5.72,5.47,7,5.46,2.69,5.48,8.06,5.32,11.22,5.67,5.24,11.44,9.41,13.94,15.56,30.16,33.32
402,2014/3/21,6.47,5.63,18.95,19.01,9.97,3.39,2.89,3.96,1.2,1.46,2.96,10.88,4.61,3.24,8,8.6,5.28,5.2,6.62,5.2,2.65,5.47,7.96,5.41,11.18,5.79,5.17,11.57,9.39,14.04,15.46,30.1,33.24
403,2014/3/28,6.48,5.64,18.58,19,9.98,3.15,2.76,4.02,1.29,1.43,2.93,11.22,4.35,3.37,7.25,8.41,4.86,4.93,6.27,4.98,2.58,5.57,8,5.41,11.26,5.8,5.15,11.6,9.4,14.04,15.47,30.03,33.48
404,2014/4/4,6.48,5.64,18.35,19.01,10,2.89,2.59,3.78,1.31,1.37,2.94,11.87,4.17,3.37,6.96,7.51,4.74,4.75,5.9,4.96,2.49,5.54,7.87,5.37,11.34,5.94,5.04,11.31,9.48,14.06,15.5,29.68,33.04
405,2014/4/11,6.48,5.64,18.11,18.99,10,2.92,2.5,3.85,1.36,1.37,2.96,12.42,3.89,3.53,6.77,7.33,4.66,4.6,5.77,4.88,2.39,5.57,7.94,5.53,11.31,5.91,5.11,11.39,9.42,14.02,15.52,29.63,32.83
406,2014/4/18,6.48,5.64,18.06,18.98,10.04,2.63,2.33,3.33,1.26,1.36,2.93,12.64,3.31,3.18,6.14,6.9,4.51,4.24,5.81,4.46,2.3,5.53,8.01,5.66,11.35,6,4.9,11.42,9.36,13.96,15.49,29.43,32.69
407,2014/4/25,6.48,5.63,17.99,18.98,10.11,2.58,2.19,3.23,1.17,1.38,2.92,13.03,2.9,2.84,5.96,6.53,4.29,4.11,5.49,4.24,2.2,5.24,8.05,5.78,11.29,6.12,4.85,11.55,9.31,14,15.62,29.75,32.44
408,2014/5/2,6.47,5.63,17.94,19,10.17,2.72,2.29,3.12,1.16,1.45,2.95,12.82,2.84,2.49,5.76,6.48,4.25,3.82,5.42,4.38,2.16,5.14,8.28,5.9,11.3,6.11,4.68,11.58,9.27,14.03,15.79,29.63,32.99
409,2014/5/9,6.47,5.64,18.74,19.03,10.28,2.8,2.44,3.2,1.19,1.39,2.86,12.96,2.61,2.19,5.44,6.35,4.12,3.55,5.15,4.11,2.04,5.22,8.38,5.92,11.29,6.17,4.36,11.94,9.35,14.37,15.73,29.75,33.15
410,2014/5/16,6.46,5.63,19.15,19.04,10.36,2.62,2.62,3.05,1.23,1.38,2.73,13.3,2.36,2.04,5.03,5.72,4.09,3.37,4.93,3.79,1.93,5.07,8.43,6.08,11.64,6.24,4.09,12.17,9.48,14.46,15.93,29.73,33.09
411,2014/5/23,6.47,5.62,19.41,19.1,10.47,2.63,2.51,3,1.2,1.34,2.61,13.54,2.21,1.97,4.78,5.23,4.11,2.98,4.77,3.46,1.89,4.86,8.66,6.34,11.98,6.4,3.76,12.24,9.61,14.61,15.97,30.04,33.42
412,2014/5/30,6.47,5.62,19.46,19.13,10.51,2.73,2.41,2.81,1.22,1.29,2.4,13.82,2.21,1.81,4.13,4.88,3.66,2.76,4.58,3.25,1.84,4.9,8.84,6.34,11.84,6.61,3.61,12.53,9.84,14.7,15.87,29.61,33.51
413,2014/6/6,6.48,5.62,19.5,19.14,10.5,2.62,2.5,2.79,1.26,1.32,2.28,13.65,2.26,1.77,3.8,4.66,3.3,2.55,4.33,2.95,1.81,4.93,9.05,6.42,12.28,6.68,3.44,12.58,9.81,14.64,16,29.23,33.25
414,2014/6/13,6.47,5.62,19.54,19.14,10.49,2.68,2.55,2.8,1.33,1.34,2.25,14.09,2.27,1.76,3.67,4.71,3.31,2.56,4.31,2.94,1.75,5.01,9.09,6.33,11.78,6.86,3.26,12.58,9.84,14.76,16.08,29.35,33.26
415,2014/6/20,6.47,5.62,19.4,19.14,10.47,2.79,2.63,2.87,1.46,1.32,2.22,14.13,2.28,1.69,3.68,4.79,3.29,2.42,4.1,2.94,1.71,4.95,9.31,6.25,11.82,7.07,3.12,12.63,9.92,14.75,15.88,29.24,33.4
416,2014/6/27,6.47,5.62,19.37,19.13,10.46,3.09,2.68,3.13,1.59,1.32,2.24,14.08,2.46,1.67,3.64,5,3.24,2.46,4.22,2.99,1.67,5.09,9.38,6.25,11.39,7.36,2.83,12.83,9.99,14.73,16.03,29.19,33.81
417,2014/7/4,6.47,5.62,19.32,19.13,10.44,3.3,2.68,3.3,1.6,1.39,2.24,14.13,2.44,1.57,3.58,4.62,3.14,2.35,4.19,3.21,1.72,5.08,9.46,6.23,11.19,7.31,2.62,12.68,9.47,14.74,16.03,29.22,33.93
418,2014/7/11,6.46,5.62,19.44,19.12,10.45,3.31,2.81,3.53,1.58,1.39,2.23,14.15,2.3,1.53,3.43,4.38,2.9,2.26,4.23,3.11,1.72,5.08,9.43,6.18,10.71,7.24,2.43,12.56,9.08,14.75,16.09,29.35,33.64
419,2014/7/18,6.46,5.62,19.75,19.11,10.51,3.2,2.83,3.56,1.51,1.39,2.26,13.86,2.34,1.41,3.27,4.27,2.74,2.09,3.92,3.11,1.65,5.13,9.46,6.22,10.64,7.05,2.3,12.56,9.09,14.66,15.98,29.4,33.96
420,2014/7/25,6.47,5.62,19.86,19.11,10.56,3.02,2.76,3.76,1.51,1.37,2.32,14.25,2.33,1.36,3.23,3.95,2.77,2.12,3.81,3.09,1.62,5.13,9.53,6.15,10.22,6.85,2.24,12.46,9.17,14.66,15.98,29.43,34.69
421,2014/8/1,6.47,5.62,20.07,19.11,10.61,3,2.75,3.99,1.41,1.4,2.26,14.53,2.63,1.34,3.24,3.86,2.63,2.07,3.81,2.94,1.6,5.16,9.55,6.04,9.52,6.83,2.2,12.5,9.22,14.69,15.95,29.41,34.99
422,2014/8/8,6.46,5.62,20.21,19.1,10.66,3.02,2.71,3.87,1.38,1.37,2.32,14.76,2.52,1.34,3.07,3.93,2.52,1.94,3.74,2.84,1.68,5.05,9.32,6.13,8.97,6.65,2.2,12.51,9.25,14.69,16.01,29.39,35.15
423,2014/8/15,6.47,5.62,20.63,19.09,10.8,3.01,2.7,3.88,1.42,1.43,2.34,15.23,2.6,1.31,3.14,4.33,2.38,1.98,3.61,2.78,1.75,5.1,9.22,6.24,8.72,6.5,2.16,12.5,9.28,14.67,15.95,29.42,35.07
424,2014/8/22,6.47,5.62,20.85,19.13,11.03,3.38,2.73,4.19,1.43,1.49,2.37,15.66,2.59,1.25,3.28,4.4,2.54,2.08,3.62,2.71,1.8,5.08,9.07,6.36,8.4,6.26,2.15,12.53,9.16,14.6,16.08,29.5,35.23
425,2014/8/29,6.47,5.63,20.93,19.15,11.2,3.44,2.78,4.55,1.46,1.52,2.32,15.97,2.54,1.28,3.32,4.54,2.54,2.21,3.3,2.64,1.83,5.15,9.06,6.63,7.82,6.22,2.08,12.65,9.12,14.47,15.84,29.7,35.64
426,2014/9/5,6.47,5.64,21.01,19.18,11.24,3.49,2.89,4.72,1.5,1.55,2.31,15.88,2.66,1.26,3.47,4.5,2.54,2.28,3.22,2.68,1.83,5.15,9.06,6.78,7.84,6.18,2.06,12.77,9.16,14.5,15.84,29.97,35.75
427,2014/9/12,6.48,5.66,20.91,19.23,11.35,3.47,2.9,4.49,1.48,1.49,2.28,15.92,2.7,1.28,3.51,4.3,2.45,2.18,3.16,2.74,1.87,5.21,8.7,6.9,7.84,6,2.07,12.77,9.03,14.73,15.72,30.29,35.46
428,2014/9/19,6.48,5.67,20.81,19.28,11.39,3.46,2.93,4.32,1.53,1.58,2.29,16.04,2.96,1.33,3.64,4.62,2.57,2.26,3.09,2.71,1.87,5.18,8.56,6.99,7.85,5.91,2.08,12.75,9.14,14.7,15.64,30.37,35.87
429,2014/9/26,6.48,5.68,20.67,19.36,11.42,3.66,2.96,4.57,1.54,1.61,2.29,16.55,3.21,1.31,4.37,5,2.71,2.56,3.18,2.74,1.91,5.16,8.5,7.04,7.68,5.6,2.11,12.74,9.03,14.79,15.67,30.49,36.08
430,2014/10/3,6.48,5.68,20.71,19.37,11.42,3.45,3.12,4.38,1.55,1.66,2.3,16.64,2.93,1.4,4.75,4.72,2.79,2.61,3.27,2.91,1.93,5.32,8.68,6.99,7.53,5.57,2.08,12.75,8.98,14.81,15.72,30.26,35.94
431,2014/10/10,6.48,5.69,20.52,19.43,11.39,3.33,3.2,4.35,1.52,1.59,2.28,16.48,3.15,1.41,4.78,4.68,2.84,2.77,3.21,2.8,1.93,5.33,8.67,6.84,7.42,5.44,2.13,12.71,8.96,14.64,15.65,29.76,34.64
432,2014/10/17,6.48,5.7,20.36,19.46,11.35,2.91,3.19,3.97,1.49,1.56,2.31,16.42,3.01,1.39,4.8,4.9,2.91,2.81,3.39,2.86,1.98,5.32,8.88,6.63,7.52,5.49,2.18,12.76,8.76,14.24,15.43,29.59,34.17
433,2014/10/24,6.49,5.71,20.24,19.51,11.33,2.76,3.02,3.64,1.45,1.51,2.25,16.19,2.93,1.4,4.52,4.47,2.9,2.77,3.39,2.92,1.92,5.28,8.7,6.58,7.66,5.5,2.41,12.6,8.72,14.31,15.23,29.54,33.85
434,2014/10/31,6.49,5.72,20.08,19.56,11.33,2.67,2.9,3.41,1.34,1.48,2.26,15.48,2.92,1.44,4.66,4.58,2.84,2.79,3.45,3.01,1.96,5.41,8.65,6.41,7.76,5.46,2.63,12.68,8.66,14.27,15.22,29.44,33.72
435,2014/11/7,6.5,5.72,20.04,19.59,11.3,2.78,2.78,3.47,1.21,1.39,2.29,14,3.3,1.44,4.79,4.96,2.89,2.95,3.44,3.08,1.92,5.43,8.78,6.32,7.73,5.32,2.83,12.69,8.64,14.17,15.2,29.39,33.93
436,2014/11/14,6.5,5.72,20.05,19.59,11.3,2.94,2.75,3.69,1.2,1.42,2.29,13.11,3.84,1.44,5.1,5.38,2.91,3.19,3.63,3.13,1.94,5.46,8.7,6.18,7.86,5.29,3.04,12.61,8.6,14.26,15.13,29.36,33.8
437,2014/11/21,6.5,5.72,19.99,19.61,11.28,3.04,2.89,3.75,1.14,1.38,2.27,12.16,3.86,1.43,5.12,5.59,3,3.35,3.9,3.24,1.93,5.37,8.72,6.08,8.05,5.27,3.06,12.61,8.59,14.28,15.11,29.27,33.52
438,2014/11/28,6.5,5.73,19.93,19.65,11.26,3.02,2.83,4.09,1.13,1.36,2.28,11.6,4.16,1.48,5.51,5.66,3.1,3.31,4.42,3.46,1.94,5.44,8.78,5.86,8.21,5.26,3.13,12.5,8.64,14.35,15.32,29.18,33.61
439,2014/12/5,6.5,5.73,19.88,19.66,11.25,3.24,2.86,4.48,1.22,1.41,2.33,11.16,5.04,1.57,5.99,5.97,3.31,3.74,4.82,3.78,1.98,5.46,9.01,5.79,8.42,5.38,3.26,12.62,8.7,14.23,15.18,29.22,33.68
440,2014/12/12,6.5,5.74,19.85,19.66,11.24,3.42,3,4.49,1.21,1.5,2.36,10.9,5.34,1.69,6.27,6.04,3.4,3.99,4.94,3.96,2.01,5.48,9.14,5.74,8.45,5.54,3.43,12.72,8.68,14.35,15.15,29.5,33.47
441,2014/12/19,6.5,5.74,19.84,19.67,11.2,3.59,3.18,4.69,1.21,1.49,2.36,10.34,5.25,1.76,6.63,6.28,3.52,4.19,5.03,3.99,2.04,5.53,9.2,5.74,9,5.67,3.49,12.84,8.7,14.25,14.98,29.65,33.56
442,2014/12/26,6.49,5.75,19.7,19.67,11.18,3.85,3.3,5.01,1.26,1.59,2.41,10.02,4.69,1.9,6.8,6.48,3.55,4.26,5.33,4.27,2.07,5.58,9.29,5.65,9.42,5.71,3.51,12.82,8.71,14.32,14.97,30,33.65
443,2015/1/2,6.49,5.76,19.67,19.68,11.12,4,3.45,5.18,1.28,1.68,2.43,9.64,4.52,2.09,7.04,6.52,3.57,4.4,5.69,4.5,2.15,5.66,9.39,5.56,9.48,5.69,3.66,12.9,8.73,14.29,14.99,30.04,33.48
444,2015/1/9,6.48,5.76,19.58,19.68,11.09,3.98,3.47,5.18,1.27,1.79,2.44,9.44,4.39,2.22,7.93,6.65,3.58,4.5,6.02,4.91,2.12,5.55,9.52,5.55,10.12,5.79,3.83,12.63,8.79,13.96,14.82,30.52,34.36
445,2015/1/16,6.47,5.75,19.53,19.66,11.06,3.77,3.31,4.82,1.28,1.79,2.46,8.91,4.32,2.39,8.53,6.64,3.55,4.54,6.31,5.18,2.11,5.64,9.64,5.51,10.18,5.76,3.94,12.66,8.79,13.83,14.63,30.6,34.45
446,2015/1/23,6.47,5.76,19.46,19.68,11,3.59,3.25,4.55,1.25,1.74,2.49,8.62,4.43,2.55,8.59,6.98,3.6,4.78,6.69,5.5,2.15,5.66,9.73,5.5,10.29,5.71,3.98,12.58,8.74,13.86,14.97,31.03,34.31
447,2015/1/30,6.47,5.75,19.37,19.71,10.99,3.64,3.28,4.44,1.31,1.73,2.51,8.59,5.2,2.62,8.72,7.44,4.2,5.42,7.05,5.92,2.17,5.68,9.8,5.48,10.37,5.69,4.1,12.63,8.64,13.9,14.83,31.04,34.44
448,2015/2/6,6.47,5.75,19.15,19.72,10.97,3.61,3.14,4.24,1.32,1.75,2.5,8.49,5.19,2.69,8.6,7.22,4.48,5.65,6.61,5.9,2.14,5.7,9.9,5.49,10.74,5.82,4.22,12.64,8.7,13.93,14.94,31.51,34.64
449,2015/2/13,6.47,5.76,18.98,19.77,10.95,3.64,3.27,4.24,1.4,1.8,2.59,8.52,5.65,2.77,8.72,8.35,4.82,5.81,7.16,6.58,2.22,5.93,9.94,5.47,11.06,5.91,4.38,12.81,8.77,13.85,14.95,31.85,34.87
450,2015/2/20,6.46,5.76,19.06,19.81,10.96,3.91,3.32,4.46,1.53,1.8,2.63,8.64,6.13,2.8,9.13,8.78,5.03,5.91,7.51,6.93,2.29,6.12,10.15,5.59,11.36,6.1,4.65,12.71,9.17,14.15,15.02,31.61,35.24
451,2015/2/27,6.47,5.76,18.88,19.82,10.94,3.92,3.57,4.81,1.65,1.9,2.67,8.53,5.44,2.89,8.93,8.9,4.8,5.33,7.43,6.81,2.25,6.2,10.09,5.69,11.41,6.13,4.83,12.93,8.95,14.13,15.24,32.14,35.53
452,2015/3/6,6.48,5.75,18.53,19.81,10.87,3.6,3.27,4.45,1.62,1.8,2.64,8.4,4.92,2.91,7.7,8.72,4.43,4.91,7.04,6.16,2.23,6.15,10.21,5.83,11.27,6.16,4.9,13.08,8.85,13.84,15.31,32.21,35.09
453,2015/3/13,6.48,5.76,18.22,19.79,10.81,3.28,3.19,4.11,1.7,1.73,2.69,8.41,4.21,2.93,6.55,8.5,4.07,4.69,6.27,5.41,2.2,6.15,10.05,5.78,11.43,6.08,4.91,13.12,8.73,13.63,15.15,31.13,35.27
454,2015/3/20,6.49,5.77,18.17,19.79,10.71,3.15,3.16,3.81,1.73,1.64,2.68,8.46,3.92,2.85,6.42,8.15,4.04,4.75,5.95,5.05,2.14,6.11,9.97,5.69,11.4,6.16,4.88,13.02,8.7,13.57,15.19,30.6,35.53
455,2015/3/27,6.49,5.76,18.28,19.82,10.61,3.06,2.95,3.61,1.86,1.58,2.69,8.66,4.04,2.77,6.36,7.36,3.85,4.77,6.1,4.98,2.06,6.02,9.99,5.51,11.23,6.11,4.92,13.35,8.5,13.51,15.25,31.13,35.53
456,2015/4/3,6.48,5.76,18.45,19.81,10.58,3,3.01,3.78,1.89,1.55,2.67,8.85,3.93,2.64,5.98,6.92,3.83,4.6,5.88,5.2,2.05,6.07,9.95,5.48,11.28,6.11,4.9,13.22,8.58,13.47,15.12,30.56,36.08
457,2015/4/10,6.48,5.76,18.53,19.79,10.5,3.12,3.2,4,2.08,1.59,2.65,8.83,4.06,2.41,6.11,7.04,3.81,4.86,6.05,5.07,1.99,6.09,9.98,5.46,11.65,6.11,4.7,13.31,8.65,13.64,15.38,30.91,36.4
458,2015/4/17,6.48,5.76,18.58,19.73,10.42,3.46,3.44,4.31,2.17,1.63,2.68,9.01,4.02,2.38,6.27,7.45,3.86,5.01,6.32,5.25,2,6.15,9.96,5.41,11.91,6.11,4.57,13.37,8.64,13.63,15.23,31.13,36.51
459,2015/4/24,6.48,5.76,18.9,19.72,10.36,3.25,3.51,3.96,2.13,1.65,2.73,9.16,3.59,2.42,6.13,6.66,3.97,4.78,6.18,5.26,2.06,6.14,9.97,5.33,12.03,6.06,4.36,13.34,8.62,13.61,15.5,31.1,36.72
460,2015/5/1,6.47,5.76,18.98,19.75,10.3,3.05,3.5,3.44,1.93,1.64,2.75,9.39,3.38,2.45,5.81,6.27,3.93,4.12,6.02,5.31,2.06,6.39,9.98,5.27,12.81,6.07,4.36,13.44,8.53,13.75,15.51,31.63,36.97
461,2015/5/8,6.47,5.76,19.15,19.75,10.26,2.68,3.43,3.1,1.72,1.58,2.62,9.29,3.01,2.36,5.38,5.91,3.7,3.62,5.49,4.84,2.05,6.26,9.99,5.25,12.78,6.01,4.21,13.51,8.62,13.85,15.59,31.15,37.06
462,2015/5/15,6.47,5.75,19.38,19.77,10.24,2.63,3.35,2.96,1.66,1.49,2.54,9.23,3.05,2.25,5.19,5.79,3.56,3.54,4.98,4.21,2.04,6.21,9.96,5.28,13.05,5.98,4.21,13.6,8.68,13.78,15.57,31.15,37.13
463,2015/5/22,6.47,5.73,19.48,19.75,10.19,2.56,3.47,2.9,1.64,1.53,2.49,9.29,2.81,2.17,4.79,5.7,3.52,3.39,4.71,4.07,2.03,6.29,9.78,5.27,12.84,5.99,4,13.64,8.76,13.61,15.58,31.61,37.05
464,2015/5/29,6.47,5.72,19.57,19.77,10.15,2.64,3.67,2.99,1.75,1.57,2.53,9.39,2.8,2.11,4.67,5.47,3.4,3.29,4.71,3.93,1.98,6.19,9.74,5.13,12.67,5.89,3.62,13.66,8.72,13.63,15.62,31.86,37.26
465,2015/6/5,6.46,5.73,19.74,19.79,10.1,2.65,3.71,3.02,1.85,1.62,2.62,9,2.73,2.12,4.61,5.11,3.13,3.01,4.51,3.84,1.95,6.04,9.53,5.05,12.56,5.79,3.13,13.86,8.6,13.71,15.78,31.62,37.23
466,2015/6/12,6.46,5.72,19.97,19.76,10.07,2.92,3.75,3.2,1.98,1.68,2.64,8.97,2.88,2.14,4.33,4.89,3.04,3.06,4.49,3.81,1.97,6.19,9.41,5.02,12.81,5.72,2.87,13.88,8.59,13.83,15.76,31.27,37.1
467,2015/6/19,6.46,5.72,20.22,19.74,10.04,2.98,3.69,3.31,1.92,1.65,2.66,8.95,2.61,2.14,4.32,4.74,2.93,2.98,4.35,3.78,1.95,6.21,9.23,4.92,12.5,5.68,2.48,14,8.58,13.82,15.79,31.14,37.37
468,2015/6/26,6.46,5.72,20.36,19.75,10.02,2.86,3.73,3.34,1.78,1.62,2.63,8.88,2.53,2.06,4,4.32,2.74,2.87,4.29,3.56,1.95,6.3,9.19,4.91,12.51,5.56,2.32,13.95,8.51,13.68,15.83,31.03,37.37
469,2015/7/3,6.46,5.73,20.7,19.78,9.99,3.09,3.51,3.41,1.66,1.65,2.54,8.69,2.71,2,3.9,4.09,2.79,2.74,4.23,3.46,1.98,6.41,9.15,4.81,11.93,5.52,2.21,13.92,8.48,13.77,15.87,31.27,37.28
470,2015/7/10,6.47,5.73,21.41,19.77,9.98,3.15,3.47,3.68,1.58,1.81,2.54,8.75,3.06,2.09,4.06,4.28,2.86,2.94,4.2,3.48,2.13,6.48,9.09,4.73,11.29,5.44,2.22,13.9,8.52,13.78,16.02,31.2,37.31
471,2015/7/17,6.47,5.72,21.89,19.78,9.98,3,3.43,3.82,1.63,1.89,2.51,8.89,2.97,2.09,4,4.54,3.06,2.98,4.16,3.55,2.26,6.64,8.94,4.63,11.15,5.43,2.29,13.78,8.5,13.62,16.01,31.8,37.9
472,2015/7/24,6.47,5.72,22.42,19.82,9.98,2.91,3.38,3.77,1.67,1.85,2.5,8.82,3.08,2.05,3.91,4.4,3.09,2.94,4.07,3.54,2.4,6.76,8.82,4.65,10.56,5.26,2.31,13.68,8.59,13.71,16.09,31.99,37.35
473,2015/7/31,6.47,5.74,22.92,19.81,10.09,3.09,3.37,3.82,1.65,1.8,2.47,8.81,3.25,1.97,3.98,4.51,3.28,2.98,4.05,3.54,2.48,6.84,8.79,4.57,10.12,5.31,2.38,13.59,8.58,13.58,16.02,32.24,37.72
474,2015/8/7,6.48,5.74,23.54,19.87,10.16,3.24,3.44,4.08,1.59,1.84,2.47,8.68,3.68,2,3.99,4.97,3.43,3.08,3.96,3.59,2.48,6.66,8.87,4.47,9.86,5.26,2.43,13.39,8.58,13.36,16.05,31.78,37.21
475,2015/8/14,6.48,5.75,23.8,19.89,10.23,3.46,3.78,4.24,1.68,1.84,2.43,8.72,3.72,2.01,4.15,5.03,3.61,3.14,3.97,3.48,2.56,6.63,8.79,4.54,9.65,5.16,2.37,13.47,8.54,13.43,16,31.23,37.94
476,2015/8/21,6.48,5.77,23.86,19.92,10.39,3.54,3.87,4.48,1.73,1.84,2.42,8.65,3.46,1.99,4.22,5.25,3.97,3.02,3.88,3.6,2.53,6.76,8.73,4.52,9.36,5.1,2.35,13.37,8.62,13.44,16.08,31.28,38.03
477,2015/8/28,6.48,5.77,24.14,19.97,10.54,3.58,3.91,4.46,1.77,1.82,2.37,8.51,3.34,2,4.32,5.42,4.08,3.08,3.89,3.48,2.49,6.9,8.67,4.5,8.8,5.12,2.26,13.51,8.7,13.52,16.05,31.44,38.24
478,2015/9/11,6.48,5.77,23.96,20,10.63,3.65,3.96,4.84,1.87,1.76,2.36,8.37,3,2.01,3.89,5.41,4.12,3.04,3.9,3.52,2.47,7.22,8.53,4.56,8.36,5.07,2.24,13.02,8.66,13.46,15.81,31.76,37.65
479,2015/9/18,6.48,5.77,23.77,20.03,10.63,3.62,3.66,4.98,1.8,1.7,2.29,7.94,3.12,2.01,4.05,5.38,4.28,3.13,3.68,3.68,2.45,7.34,8.55,4.49,8.21,5.17,2.33,12.93,8.65,13.41,15.7,31.92,37.63
480,2015/9/25,6.49,5.77,23.63,19.99,10.59,3.2,3.45,4.34,1.74,1.72,2.28,7.83,2.83,2.03,4.13,5,4.11,3.16,3.75,3.57,2.45,7.37,8.76,4.61,8.19,5.14,2.41,12.86,8.77,13.5,15.83,32.09,37.84
481,2015/10/2,6.49,5.77,23.57,19.98,10.57,3.21,3.24,4.31,1.76,1.79,2.31,7.43,2.67,1.98,4.31,4.62,3.95,3.06,3.71,3.56,2.48,7.34,8.66,4.53,7.85,5.01,2.46,12.63,8.78,13.45,15.98,31.93,37.43
482,2015/10/9,6.5,5.77,23.49,20.03,10.5,3.16,3.17,4.22,1.7,1.72,2.27,7.46,2.81,1.98,4.31,4.64,3.96,3.01,3.75,3.49,2.49,7.42,8.62,4.47,7.71,5.01,2.53,12.65,8.65,13.21,15.99,32,37.39
483,2015/10/16,6.5,5.77,23.22,20.02,10.42,3.36,3.28,4.25,1.59,1.6,2.22,7.27,2.88,1.99,4.55,4.87,4.3,3.15,3.72,3.44,2.52,7.44,8.57,4.42,7.51,5.05,2.85,12.64,8.57,13.25,15.84,31.72,37.75
484,2015/10/23,6.5,5.77,22.93,20.02,10.36,3.04,3.17,4.13,1.42,1.55,2.18,7.17,2.86,2.02,4.68,4.82,4.25,3.16,3.69,3.3,2.54,7.62,8.5,4.4,7.66,5.06,3.1,12.71,8.52,13.07,15.63,31.75,37.72
485,2015/10/30,6.5,5.77,22.67,19.97,10.31,2.84,3.06,3.74,1.36,1.46,2.24,7.1,3,1.97,4.71,4.56,4.17,3.04,3.66,3.19,2.54,7.49,8.48,4.39,7.74,5.01,3.28,12.61,8.4,13,15.55,32.36,37.65
486,2015/11/6,6.5,5.76,22.51,20,10.27,2.86,2.87,3.67,1.32,1.44,2.25,7.05,3.33,2.02,4.74,5.2,4.16,3.24,3.74,3.22,2.52,7.63,8.47,4.32,7.89,5.06,3.33,12.6,8.41,12.87,15.35,32.64,37.66
487,2015/11/13,6.51,5.77,22.3,20.01,10.27,2.95,2.81,3.67,1.33,1.47,2.27,7.12,4.07,2.08,5.38,5.58,4.29,3.43,3.92,3.51,2.53,7.59,8.48,4.4,8.03,5.1,3.49,12.47,8.23,12.77,15.36,32.16,37.78
488,2015/11/20,6.51,5.77,22.27,20.01,10.24,3.09,2.76,3.69,1.28,1.47,2.25,7.01,4.62,2.21,6.12,5.96,4.38,3.52,4.01,3.83,2.53,7.77,8.31,4.32,8.15,5.17,3.62,12.52,8.28,12.77,15.3,32,38.03
489,2015/11/27,6.5,5.77,22.39,20.01,10.24,3.7,3.08,4.32,1.46,1.6,2.32,6.94,5.46,2.26,7.01,6.69,4.52,4.37,4.46,4.32,2.6,7.86,8.47,4.35,7.98,5.12,3.7,12.49,8.37,12.71,15.38,31.91,37.59
